label;Text
;"Cari uang setengah mati buat bayar pajak eh uangnya buat beli rubicon??

#butuhputrapetir"
;@kring_pajak selamat pagi min, mau nanya untuk pelaporan realisasi PPS bagaimana ya? Terima kasih sebelumnya min ??
;"@kring_pajak @kring_pajak #LupaEFIN 
A. Pribadi
B. Sudah dan Seingat saya pernah login tapi lupa"
;"Semua salah sangka. 
Pegawai pajak gak bakal kaya klo wajib pajak bayar sesuai aturan. Mereka kaya karena wajib pajak bayar lewat jalur belakang biar dapat diskon"
;"@kafiradikalis Nama dan identitas pun jelas seperti katamu.

Cek di google pun ada. LHKPN dia juga ada. Gampang cek sejarah orang itu.

Radikal kok bodoh. Radikal itu harus pintar lah."
;@beetibeeti @DitjenPajakRI apa itu pajak? https://t.co/4FYoWV1Gcw
;"Kawan kawan tau bedanya zakat sama pajak....?

Mendingan bayar pajak apa bayar zakat menurut kalian...????? https://t.co/EpMGe2rEuY"
;@txtdariterserah Ngeri kali org2 pajak ini..hidup layak sultan sedang rakyat menderita dampak pandemi dimanakah keadilan sosial bagi seluruh rakyat Indonesia,apakah kita sedang dijajah di negeri sendiri???
;"Penting 2024 Rakyat tdk pilih Caleg-Casen-Capres/Cawapres-Cakada dr Parpol di Parlemen yg gagal perjuangkan UMN setara KHL/PTKP Rp 4,5 jt/bln sesuai Sila 2&amp;5 Pancasila. Padahal ini selesaikan separuh masalah Sosek NKRI &amp; Pajak bisa lbh 14% GDP, sekarang baru 9% GDP, APBN kuat."
;@riezkayeye @DitjenPajakRI itu kan udah jelas hestegnya pajak untuk “kita”, jadi ya ga salah pajaknya untuk mereka beliin rubicon atau apa kek.
;"@kafiradikalis saya kerja di pajak; saya termasuk yang tidak suka bu SMI;

Tapi ini yang lapor sepertinya agak kurang waras. Jadi sebaiknya tanya-tanya dulu kalau mau menyebarkan sesuatu. Cek berulang kualitas info yang didapat.

Jangan seperti orang baru kenal grup WA begitu lah."
;@ranggape_ @tvOneNews soalnya udh ada yg kecium kalo harta pegawai pajak ada yg gak wajar banyaknya.. mungkin takut kebongkar semua, jdi mending dibubarin.. lagi ketar ketir nih orang pajak
;"Jangan lupa isi SPT dan bayar pajak ya gaes. Dibalik pajak yang kita bayarkan ada banyak masyarakat yang dapat merasakan dampaknya.

?????????"
;maaf ka belum eligible bayar pajak hehehe. bayar pun nanti malah dipake yg laen laen
;@DitjenPajakRI Orang pajak ingetin melulu bayar pajak, pegawai sendiri gak bayar pajak.... mbok ya mikir, sebelum nyuruh orang pegawai sendiri suruh bayar....
;"@Leonita_Lestari Bila dapur yg atur bagi apbn, tampung pajak RAKYAT Indonesia sdh ginian. Apa kami masyarakat awam bisa bcra lebih.

PENNGAWASAN TRANSPARANSI KEKAYAAN PEJABAT NEGARA perlu segera. 

Indonesia Darurat Korupsi..!!!"
;"@Dendolionkuat @markieefiance @collegemenfess Makanya, mana ada sertifikasi itu itunganny gede, klo blmm menikah atau anak masih sekolah ya gede, klo dah kuliah yaa kecil itu sertifikasi.

Sebenernya komen gue lebih ke bkn ke sertifikasinya, itu ibu mentri apa ga malu ngomong bgtu smntr pegawai pajak tunjangannya luar biasa?"
;"@prastow kalo tidak ada kejadian ini pasti ibu mentri ngak tau bawahannya ?""doesnt make sense"" 

kalo ngak bayar pajak kata orang pajak ?""doesnt make sense kalo ngak bisa bayar pajak""

?""doesnt make sense"" kalo ibu mentri ngak tau  anggotanya. 

""?doesnt make sense"""
;Sri Mulyani mengakui kekayaan mantan pegawai Direktorat Jenderal Pajak (DJP) Rafael Alun Trisambodo yang mencapai Rp56,1 miliar tidak masuk akal. https://t.co/3HonJWEJXL
;@DitjenPajakRI Buktikan harta kalian berani transparan gak heh pegawai pajak , pajak dari rakyat buat rakyat bukan buat situ
;"Kok pegawai pajak kaya2 sih ...? dapat uangnya darimana?
.
."
;@Mr_cosanostra Sementara itu di Konoha malah ribut ngurusin Pajak!!!
;@Dennysiregar7 pegawai pajak yg koar koar pada protes belum dapat jatah dan giliran untuk menjadi estapet penerima harley dan rubicon selanjutnya??
;"Harus diusut dan diaudit tuntas kemana duit pinjeman itu mengalir ?
Rakyat dipeaàaras bayar pajak mengalir ke APBN nah berarti rakyat wajib tahu donk,  itu duit di colong bangsat sapa ? 
Gantumg mati pelakunya!!!
#BasmiAbisNeoPKI 
#BasmiAbisNeoPKI https://t.co/PRXnXkBJhp"
;@geloraco Kekayaan pegawai bea cukai juga hrs diudak antara bea cukai dgn pajak gak jauh beda sama2 tajir
;"Kalo gak bayar, itu artinya definisinya benar-benar dari rakyat untuk rakyat, segalanya termasuk pajak juga, jadi definisinya bukan dari rakyat untuk para bangsat...

Ya kan @binofficial_ri ?
Lok sekarang gak mungkin itu terealisasi, secara gue ini kan lahir cuma buat"
;Viral! Mobil-mobil Mewah Diumpetin, Milik Pegawai Pajak Kah? https://t.co/Ok375hTiYm
;"@CNNIndonesia kalo tidak ada kejadian ini pasti ibu mentri ngak tau bawahannya ?""doesnt make sense"" 

kalo ngak bayar pajak kata orang pajak ?""doesnt make sense kalo ngak bisa bayar pajak""

?""doesnt make sense"" kalo ibu mentri ngak tau  anggotanya. 

""?doesnt make sense"""
;@fadilxayatudin @AgroFishLombok @DitjenPajakRI udeh, gausah banyak” ngebela”in, lo itu orang pajak. Gua cape denger orang pajak ngomong kyk ginisekarang. Lo tuh cuma mikirin target, ga mikirin perasaan orang yang ditarik pajaknya. Lo mending diem, dari pada institusilo makin bobrok gara” karyawan yang kyk lo ini
;@echoPiR @CNNIndonesia Ya gabisa dia gapunya wewenang buat kaya gtu. Yang punya wewenang periksa polri sama kantor pajak
;"@republikaonline NGAK NYAMBUNG NIH....OMONGAN APAAN NIH....HARUSNYA DIA NGOMONG BEGINI "" CELAKA ADA INDIKASI KUAT KALAU PAJAK YG DIKUMPULKAN JDIDUGA KUAT SELAMA INI JADI BANCAKAN OKNUM KARYAWAN PAJAK "" ITU YG BENAR...KRN FAKTANYA KAN ADA INGAT DG GAYUS TAMBUNA ""...KARYAWAN PAJAK YG SUPER KAYA ITU"
;@KemenkeuRI Jika tunjangan gaji segede gaban itubd gunakan untuk kepentingan rakyat, yakin negara tak oerlu bwrhutang begiru besar untuk membangun fasilitas publik#pajak untuk pejabat
;"Kalau kata pandji komika daerah NY, bawahan salah pemimpin tanggung jawab. Case Hw, pemimpin lepas tangan. Sekarang pejabat pajak yg anaknya aniaya org tapi bapaknya dipecat, pemimpin cr muka ke keluarga korban buat menangin hati rakyat. Gimana 
@pandji kata lu? No no noise dong!"
;Kmrn sebelum trending kasus orang pajak,sempet liat status wa orang pajak ya mang hobi riding bareng2,itu padahal orang pajak kelas office boy
;@CH4__15R Coba duit pajak di salurkan ke yang bener..pasti jaln jaln bagus.ada penerangan nya juga @DitjenPajakRI @SamsatDigital
;@yudipryg pajak akur, cuman keadaan keluarganya aja ya gak akur.
;"Terkait barang ginian. Gak ngertilah saya original atau hoax, yg terpenting adl melakukan koreksi internal, perbaikan sistem &amp; mana. penanganan aduan di lingk. Kemenkeu, agar masyarakat tdk merasa dipermainkan sbg objek pajak. bagaimana mas @yudiharahap46  @ItjenKemenkeu  @KPK_RI"
;@DitjenPajakRI Udah gk tertarik dengan pajak,ragu dengan pejabat-pejabat di sana,farel alun adalah contoh kecil,yang kebetulan terexpose karena kasus lain,coba klo gk ada kasus ini,itu semua akan tertutup rapat dan masyarakat tidak mengetahui apapun
;Pangandaran Ingin Tarik Pajak dari Instalasi Kabel Jaringan Internet https://t.co/EeI0JoEDnk
;@kafiradikalis Waw... Abis kebongkar dah semuanya. Inikah menkeu hebat? Taek..., kalian bagi 2x pajak/uang rakyat... Kalian cekik rakyat dengan pajak. Hebat ini gerombolan penguasa. Manusia hina.
;menutup hari yang isinya senang2, bangun sore, rebahan, main game all the time dgn tebs dan mild ketengan 10rb dapet 5, fuck ibu mentri naikin cukai rokok, ice burst seharga makan 2 hari cuma wat pegawai pajak bisa beli rubicon sama harley trus anaknya mukulin anak org fuck u bro
;@CNNIndonesia Memang benar kami yang salah karena telah bayar pajak.
;"@Gank_Of_Petojo @PineksoRoyi1 Yg gak mau bayar pajak : pergi dari indonesia

Yg ngerampok pajak : pergi dari indonesia.

Kan indonesia jadi sepi.
Orangnya pergi semua."
;Baru tau ST doyan ngemplang pajak https://t.co/1HWZyWa0eL
;@kotaserui 2023 gausah bayar pajak kontol
;@kurawa Kalau masalah pegawai pajak yang hidup mewah harta sampai puluhan miliar. Udah dari dulu dari zaman gayus tambunan..,
;@rio_son_of_odin Coba jadi pegawai pajak bang wk
;@CNNIndonesia pajak bukan satu2nya income negara. negara tanpa pajak juga banyak. selow aja
;@AREAJULID Berkat sering dilarang sama ortu, gua ga berahir kaya si mario anak pejabat pajak.
;@CNNIndonesia Enak dong para sultan bebas pajak! ada pajak aja masih main umpet-umpetan, gimana kalo dibebasin, negara bisa gak jalan nantinya.
;@satriohendri gw setia bayar pajak bang bahkan tiap jam bayar pajak dari rokok biar mreka bisa foya2 -foya dgn kendaraan mewah dan gw mah ttep gak bli  kendaraan apa2…yg penting mereka bahagia bang
;Romal lantas mengakui mobil yang dicuci Risma itu mati pajak. Dia menjelaskan mobil tersebut mati pajak karena adanya proses peralihan.
;@HadiWibisono10 Saking aja ada kejadian Mario anak pejabat dirjen pajak yg  aniaya David akhirnya menyeret harta kekayaan babe-nya jika tidak tentu aman-aman saja andai ada yg melaporkan paling-paling Bu SMI hanya manggut-manggut saja.
;???? @DitjenPajakRI @KemenkeuRI @kring_pajak ????
;Ayo tertib bayar pajak kawan, karena belum semua pegawai @DitjenPajakRI punya rubicon dan davidson!
;@dodi_mzx @JukiHoki @PNS_Ababil Connect ini maksudnya pembayaran real time di bank/kantor pos dg saluran online utk pelaporan pajak tsb ??
;"@Dennysiregar7 ada pajak ada kehidupan.
gak di bayar pajak kehidupan loe kacau."
;@KamandanuNgapak Hiburan dikalA rakyat disibukin dg Tragedi pkbt pajak??????
;@obrolantentang @yustianfaris @kafiradikalis Baca poin nomor 6, dia blg pelaporan itu banyak tapi gak semua lgsg ditanggapi bahkan byk laporan yg mangkrak shg menyebabkan wajib pajak gak mau lapor pajaknya dgn benar Krn petugas terkait yg curang gak pernah ditindak.
;@democrazymedia Ya jelas rakyat marah jika penghasilan rakyat sdh semakin berkurang , hrg brg makin mahal, semua dipajakin, sementara horang kaya malah dikasi keringanan pajak dan kalian pejabat negara yg gajinya dibayar lewat pajak rakyat malah sengaja mempertontonkan kemewahan dimata rakyat?
;@kafiradikalis Dan para Pegawai pun sedang membangun buzzerp, memperkuat lini medsosnya untuk menyerang balik pemimpin, entah benar atau tidak tapi tetap konteks pegawai pajak suka bermewah mewah tetap HARUS DIBUKA, UANG DARI MANA??, masih menunggu rafael alun yang lain dan tentunya banyak, ??
;@DitjenPajakRI Ah gayamu, sdh paling paham bayar pajak saja. Klu di dlm tdk bayar pajak di bilang oknum ????????
;"Wouw...jasad 2 org wanita dibunuh dan di cor....ckck..
makin liar pembunuhan dan ini di Bekasi kejadiannya, jahatnya. Pelaku masih kabur, trs hukuman apa yg akan diberikan polisi?? 
Krn mereka tdk sekaya pejabat pajak, apa komen pak Mahfud ya..
https://t.co/hoKfiYQUmi"
;@prastow Izin bertanya mas,, tolong pertanggungjawaban penggunaan pajak negara kita dipublikasikan dan perlu pemeriksaan semua pejabat pajak dan hasil pemeriksaan disampaikan kembai ke publik biar masyarakat kembali kepercayaannya untuk membayar pajak,
;@DitjenPajakRI Pajak untuk kelen itu yg cocok hastag nya
;"Warga Ogah Bayar Pajak Gegara Kasus Rafael, Sri Mulyani Singgung Harga BBM Bisa Naik 3 Kali Lipat

 #Sindonews #BukanBeritaBiasa .https://t.co/mYnUcUvnha"
;@obrolantentang @yustianfaris @kafiradikalis Pengaduan kosong gmn? Kan ada nomor pengaduan bisa dicek? Gak usah pake otot gan, kan bukan Anda yg dilaporin di situ. Baca ulang dan dicerna, pelapor lg emosi tapi bisa dicerna klo pelaporan dia kasusnya mirip pak Rafael, ada org pajak yg ga melaporkan hartanya intinya
;"@txtdrpemerintah ngeliat reaksi nya ibu kemenkeu soal gaya hedon orang pajak ini ngebuat yg lain sadar kalo rakyat berenti bayar pajak bisa bangkrut negara nya.

cuma ya gw lebih milih bayar pajak supaya bpjs tetep jalan."
;Menciderai kepercayaan rakyat? Jelas rakyat gk pernah percaya pejabat pajak sejak lama. Ya masa iya clubnya udah lama br sekarang dibubarin. Kalau tidak ada kasus anak pejabat pajak menganiaya orang, anteng2 aja pasti menkeu. Siap salah menkeu yg mundur. Jangan pencitraan aja. https://t.co/6cQ5u17nsc
;@DitjenPajakRI Bayar pajak buat memperkaya pegawai pajak
;@ferdiansyarrt pajak akur ga?
;Sri Mulyani Sebut Banyak Pegawai Kemenkeu di Jajaran Pajak Yang Bekerja Dengan Baik dan Jujur https://t.co/PMDOntY3SL
;"Perhimpunan Pendidikan dan Guru (P2G) angkat bicara soal kasus pegawai pajak yang memilki harta fantastis. Dia menyebut pemerintah belum berpihak terhadap kesejahteraan guru.

#MedcomID 

https://t.co/FVTC3fEyKV"
;Mohon dibedakan pegawai pajak dan ok um pegawai pajak. https://t.co/3aMnqaIkSA
;"@GunRomli kalau masalah korupsi ortunya masih 10% istilah =&gt; 
+ 10% =  ya , 
+ 90%= tidak, karena menurut gw , kalau misalkan pemain pasti anak situkang pajak ini udah lolos  dismu taruna jaya; 
ternyata Enga diDO
hanya berpikir LOGIC

walaupun ada kemungkinan walau hanya 10%."
;Kejanggalan Harta Pejabat Pajak Rafael Alun Trisambodo Sudah Berlangsung Lama https://t.co/3pyUFNy3J8 https://t.co/1xE2l30LpV
;Kasihan umat nu yg jadi ASN gaji ndak bisa naik akibat umat nu jangan bayar pajak hanya karna pajak banyak  yg diselewengkan
;@DitjenPajakRI She is not a good commander min. Kalo akhirnya elo ringsek juga. Pajak di genjot mati-matian, eh bocor juga. Sudah dari dulu kaleee... Kasihan buat mereka ASN lainnya yg dianaktirikan dan jujur bekerja tanpa ngegarong
;"@kopimatchadepan @bbanghoonku @Askrlfess ada yang namanya ""pajak"""
;@DitjenPajakRI Min, pajaknya nanti gak buat beli rubicon kan? Soalnya gayus tambunan tambah banyak min, mau bayar pajak sepeda aja kalo gk ktp asli harus bayar upeti tambahan, pajak kok di peribet min?
;"@ChandraWilya @RasKerass @KemenkeuRI ??..
q Mala Honda matic Genio bang..
blm angsuran
blm pajak
skr cari penghasilan ?? rb aja susahnya setengah hidup ??"
;"wah pada rame pajak, lupa kalo sy ternyata blm bayar pajak euy.
pajak jadian sm km...

**i hope being a little bit delusional not gonna make me suffering too much."
;dari 45 K staf pajak itu, sebagian besar dari mereka mengerjakan pekerjaan yang repetitif.  Dengan mengalihkan pekerjaan itu ke mesin, negara bisa merealokasikan penghematan APBN untuk yang lebih penting, subsidi pupuk misalnya.
;"Kenapa AI apabila digabungkan dengan teknologi lain (IoT) misalnya penting buat perpajakan ?

Karena AI sulit diajak bersekongkol untuk merekayasa nilai pajak yang harus dibayarkan. Dia tidak perlu kickback.

AI juga tak ingin naik Harley atau Rubicon, bahkan honda beat sekalipun"
;"@ekiprastanti @DitjenPajakRI pernah bayar pajak apa aja mba? Klo pernah bayar beneran,harusnya tau dong bayarnya di bank&amp;uang pajak masuk langsung ke kas negara.Masuk ke APBN. Klo ada pegawai pajak maen duit, yg bego si wajib pajak nya jg, mau2nya ngasih duit ke pegawai pajak, bukannya bayar langsung ke bank"
;"13. ""Venom (Bisa), zat beracun dari hewan seperti ular dan laba laba yg membahayakan hewan musuhnya""

kematian Young Soo (penyidik layanan pajak nasional yg memeriksa pejabat publik) karena digigit ular ber-Bisa."
;"Isi timeline seru2, ga kaya kemarin.
Isinya cuma pajak doank.
Sekarang mulai beragam dengan keunikan masing2nya awkwk."
;"@ylmfntk @DitjenPajakRI pernah bayar pajak apa aja mas? Klo pernah bayar beneran,harusnya tau dong bayarnya di bank&amp;uang pajak masuk langsung ke kas negara.Masuk ke APBN.Klo ada pegawai pajak maen duit, yg bego si wajib pajak nya jg, mau2nya ngasih duit ke pegawai pajak, bukannya bayar langsung ke bank"
;@spesiallsambat @DitjenPajakRI Biar kerjaan org pajak gampang, trs klo target tercapai, mereka yang dpt bonus, enak kan?
;Pajak jadi pilar utama dalam Anggaran Negara. Tapi...... (isi sendiri)
;@DitjenPajakRI cara nilep duit pajak gimana min?
;@yogazzzt @DitjenPajakRI Bayar pajak ke bank ka, langsung masuk ke kas negara, ke apbn
;@kafiradikalis Apa?? Kebenaran??? ???? saya simak bu Sri mulyani di rujak pejabat dirjen pajak di IG  menjelaskan bahwa bu Sri mulyani di jalan yg benar!!!
;This week ?? pajak aja 5 USD https://t.co/BmMSysyZ0D
;@DitjenPajakRI ilih , ttp aja klo ada yg ketangkap gara2 pengelapan pajak bkl dapat vonis ringan
;"@Embargoisdead @DitjenPajakRI Salah server mas, ini djp , pajak pusat.  Bedaa wkwk

Kalo pajak kendaraan itu  pajak provinsi, yang ngurus bapenda masing2 provinsi (samsat)."
;@mieburungdara88 @shareittt Pajak buat beli rubicon
;"Warga Ogah Bayar Pajak Gegara Kasus Rafael, Sri Mulyani Singgung Harga BBM Bisa Naik 3 Kali Lipat

 #Sindonews #BukanBeritaBiasa .https://t.co/JIwTjlQLPy"
;@geloraco Gelagat NU mulai diadukan bisa2 dikebiri,pajak nihil anggaran gak ada ujungnya gada pemilu nih,ini bisa saja settingan
;@DitjenPajakRI orang pajak bayar pajak gak min
;"@NairdaMaulana @DitjenPajakRI Salah server mas, ini djp , pajak pusat. Ngapain komplen disini, wkwk

Kalo samsat itu pajak kendaraan, pajak provinsi, yang ngurus bapenda masing2 provinsi"
;"@CNNIndonesia Inget kata² seorang ustad..

Orang bijak, nilep pajak..."
;Emangg sihh kita wajib bayar pajak tapi semoga pajak yg kita bayar tersalur dengan ? https://t.co/uRfpLA13Hp
;@pelita_putera @kurawa Jadi lu ga trima gaya hedon pegawai pajak dikritisi Men.Keu??? Yeee Goblokk pantes jd kadrun,,
;"@ScioCogitoCredo @pengarang_sajak https://t.co/2RlHnOsd0g kalo menurut ini sih, yg point' nya aku SS, seharusnya yg ""KENA"" pajak itu pabrik, kalo penjual cuma mungut, setor (otomatis kalo beli)"
;@KemenkeuRI Uang kita untuk memperkaya pegawai pajak sampai kekayaannya 56 M.
;bayar pajak buat ngegaji pejabat kontol kek gini wkwkwkk
;Setelah kasus pajak viral, bikin skena.
;"@rifqiazizian Curhatan satu manusia merusak citra mafia pajak yang telah lama dibangun. 

Parah awak ni, susah payah mereka membangun citra sebagai pejabat pajak yang bergelimang harta, kaya raya, pesta pora antum hancurkan sama curhatan orang pake bumbu ngemis pula HELEH"
;"@ScioCogitoCredo @EasyLike4 @pengarang_sajak @rintocw @jokowi @smindrawatii Tapi kalo yg PPN barang itu, memang seharusnya pihak pabrik yg ""KENA"" &amp; SETOR pajak
Kalo penjual TIDAK KENA, cuma mungut,setor (otomatis setor klo beli)?? https://t.co/78jFLoSgYq"
;@Mukidi_alNgibul Dikit2 haram pdhal pajak itu sudah pernah ada dari semenjak zaman nabi namun dikelola dengan cara yg berbeda beda akan tetapi tujuannya utk kepentingan masyarakat. Jadi saran saya ente mulai bsok pergi ngaji lagi yg benar.
;@prastow Apakah sudah jalan jika sudah di jalan kan kok kemarin beritanya pihak ditjn pajak kaget
;@kegblgnunfaedh Harta tahta duit bapak belum bayar pajak brantemnya ngajak ngajak IPK cuman satu koma tigak emang udah nggak punya ota....
;"@DitjenPajakRI Banyak kali bual mu, itu harta pegawai kalian banyak yg gak wajar, tapi apa pernah dipublikasikan investigasinya? Atau sebenarnya tdk pernah di investigasi?? Makin banyak klarifikasi semakin membuktikan kalau kalian sebenarnya sedang merasa berdosa &amp; bersalah kpd para wajib pajak"
;Mobil Dinas yang Dicuci Risma Mati Pajak, Milik Bekas Ditjen Fakir Miskin Kemensos https://t.co/wQ7RFXXcSn
;@DitjenPajakRI Biar fair sama2 terbuka dari pungutan pajak dapet berapa dan digunakan untuk keperluan apa saja
;@Dennysiregar7 Untuk apa pajak kalo utang bengkak?
;Baru ke dunia kerja, pajak tuh gimana? Apa aja yang perlu diperhatikan? https://t.co/dKq3lXigF0
;"@amadsyae @sbyfess 1. temui anak org pegawai pajak
2. minta tolong digendong
3. here you go, sir."
;Mobil Dinas yang Dicuci Risma Mati Pajak, Milik Bekas Ditjen Fakir Miskin Kemensos https://t.co/uBihSiWR0w
;"@rahmi_12 @DitjenPajakRI pernah bayar pajak apa aja mba? Klo pernah bayar beneran,harusnya tau dong bayarnya di bank&amp;uang pajak masuk langsung ke kas negara.Masuk ke APBN.Klo ada pegawai pajak maen duit, yg bego si wajib pajak nya jg, mau2nya ngasih duit ke pegawai pajak, bukannya bayar langsung ke bank"
